embedding_row,domain,domain_code,image_path,predicted_index,confidence,embedding_norm
1113,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\cd2cd0c6-bf72-4bfb-9647-58f5358638d4___Matt.S_CG 6020.JPG,4,0.9999995,24.334124
1114,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\cda009cd-6374-4de5-af6c-de0b1bf35758___Keller.St_CG 1969.JPG,4,0.99999964,24.164055
1115,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\cded6e08-aa66-43bc-a190-3d83a229b273___Matt.S_CG 1564.JPG,4,0.99999964,24.441748
1116,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\cee2bd4d-a256-46c7-98bf-1a9a19176a4c___Matt.S_CG 7749.JPG,4,0.9999995,24.421764
1117,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\cfc1a407-d586-4756-8c06-a03e354f99c4___Matt.S_CG 0804.JPG,4,0.99999917,24.283575
1118,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\d2855259-5c5b-42b9-9357-67ac58d21d44___Matt.S_CG 7614.JPG,4,0.9999995,24.221144
1119,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\d42bee1e-15b3-4351-a2cb-1e062359e011___Keller.St_CG 1849.JPG,4,0.99999964,24.38507
1120,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\d535908b-c781-41c5-9afc-b7aa0358d466___JR_Sept.L.S 8389.JPG,4,0.9999994,24.024483
1121,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\d5374042-be67-428a-9ba3-ce2399f8b9d4___JR_Sept.L.S 2533.JPG,4,0.99999964,24.588676
1122,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\d5aea5fd-511a-4b5a-92d5-b4063c2c9615___Matt.S_CG 0669.JPG,4,0.9999995,24.445375
1123,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\d5daea6b-a0cf-4a40-9cef-3cb43c63f6a9___Matt.S_CG 7776.JPG,4,0.9999994,24.223394
1124,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\d5e0bb6d-149c-4750-b7ed-8d92cd419720___Matt.S_CG 7688.JPG,4,0.9999994,24.15201
1125,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\d67b224c-b089-430d-b185-dfae7b7a5a9e___Keller.St_CG 1950.JPG,4,0.9999995,24.19488
1126,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\d7faf499-18df-4481-8d07-3d7168c83022___Matt.S_CG 7785.JPG,4,0.9999993,23.95069
1127,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\d960a283-31c7-48d2-8147-8d5247829a33___Matt.S_CG 1669.JPG,4,0.99999917,24.134394
1128,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\d96cbe0b-3d16-4e41-903a-5bb493052682___Matt.S_CG 6166.JPG,4,0.99999917,24.14434
1129,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\da4d940c-2a77-481b-8693-167632534fc8___Matt.S_CG 0858.JPG,4,0.9999989,24.074804
1130,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\da74ea57-f6f1-4adb-8bcd-1a72c3f91bcf___Matt.S_CG 0920.JPG,4,0.9999995,24.177443
1131,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\db3eb90c-cdbe-42d5-8822-5ed9cbda10fa___Matt.S_CG 1455.JPG,4,0.99999964,24.443876
1132,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\dc98cddf-6178-4199-8e81-d5e3987f67b6___Matt.S_CG 6335.JPG,4,0.99999917,24.229006
1133,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\dd73a3ba-e442-467d-9a20-16e77429efc7___JR_Sept.L.S 2703.JPG,4,0.9999995,24.563593
1134,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\ddfdde4a-c701-4b73-9eb2-839e3e7e6cb1___JR_Sept.L.S 2500.JPG,4,0.99999976,24.5155
1135,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\de5db2f2-c55f-4f1f-9d7e-2c9bf41b1abb___Matt.S_CG 0782.JPG,4,0.9999989,24.025736
1136,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\e09ba1ab-7952-4b09-a886-0025c4536d7c___Keller.St_CG 1936.JPG,4,0.99999964,24.408936
1137,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\e26e353d-f3fa-4e2a-912e-8caabba7f900___Matt.S_CG 0744.JPG,4,0.99999917,24.093063
1138,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\e38651f1-8c9d-41bf-85b8-439272ee46ab___Matt.S_CG 1393.JPG,4,0.99999964,24.512678
1139,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\e3e93337-16ba-48d2-b748-ff4a76777cc0___Matt.S_CG 6064.JPG,4,0.9999995,24.458923
1140,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\e479d798-59a4-4ee7-ac68-730316ec65c1___Keller.St_CG 1776.JPG,4,0.99999964,24.51167
1141,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\ea5c98f5-2df4-4018-a538-cefa58bec252___Keller.St_CG 1819.JPG,4,0.9999995,24.540787
1142,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\eb26346a-ab63-4741-aad4-c84c36d17d5e___JR_Sept.L.S 8440.JPG,4,0.9999995,24.083263
1143,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\eb6133d1-f0d9-4529-8949-c60b1deb5585___JR_Sept.L.S 8396.JPG,4,0.999997,24.531763
1144,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\ebd34116-314f-43f8-a146-6eb1777a44e6___Matt.S_CG 2543.JPG,4,0.9999995,24.211882
1145,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\ee87e5d3-617f-4530-98ec-18a8ed9ee425___Keller.St_CG 1998.JPG,4,0.99999976,24.581118
1146,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\eee7ded5-b391-41df-b31d-71e663d03cb9___JR_Sept.L.S 2622.JPG,4,0.99999976,24.547672
1147,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\ef3dc681-0b48-4453-aa1f-1f898b86df8c___Keller.St_CG 1958.JPG,4,0.9999994,24.364578
1148,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\f1c96393-8760-48a8-a8ba-1fa6e417433c___Keller.St_CG 1921.JPG,4,0.99999976,24.403917
1149,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\f25949bd-2509-489a-922d-e3cba060b02d___Matt.S_CG 6438.JPG,4,0.9999989,24.24619
1150,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\f313bc43-c255-4921-acf9-335322107c45___Keller.St_CG 1864.JPG,4,0.9999995,24.163965
1151,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\f533a72b-0110-4520-9a41-cb6ea1419f5e___Keller.St_CG 1881.JPG,4,0.99999964,24.406494
1152,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\f692e788-e802-4065-af42-4b3a62e50fce___Matt.S_CG 2426.JPG,4,0.99999964,24.625055
1153,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\f7c80186-a4f8-4c18-af38-106b81f23bbd___Matt.S_CG 7658.JPG,4,0.99999964,24.417034
1154,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\f848dd07-4247-4135-a442-91dde43ae49c___Keller.St_CG 2022.JPG,4,0.99999964,24.421707
1155,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\f89c062b-b2ea-4bfc-846f-dc0096b72822___Matt.S_CG 7537.JPG,4,0.9999995,24.320557
1156,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\f908f130-1a88-49da-9f6a-0cb7312da739___JR_Sept.L.S 2460.JPG,4,0.99999964,24.707214
1157,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\fac48215-87c9-4e61-a64e-e6dd868ebc19___Matt.S_CG 7714.JPG,4,0.99999666,23.216743
1158,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\fbbb5586-8b52-4701-9655-3748510df6f8___JR_Sept.L.S 2534.JPG,4,0.9999993,24.51243
1159,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\fd042aff-4c10-4a6d-880f-cef50afd03b6___Keller.St_CG 1970.JPG,4,0.99999964,24.3961
1160,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\fd30e236-3bab-4e92-a345-faccaa5d1089___Matt.S_CG 1547.JPG,4,0.9999994,23.877466
1161,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\ff38c095-8835-41e6-871d-dd81861f5292___JR_Sept.L.S 2557.JPG,4,0.9999989,24.241697
1162,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\ffd3c6f3-17d3-45f1-a599-2623e111ec71___Matt.S_CG 6493.JPG,4,0.9999995,24.31559
1163,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\00fa99e8-2605-4d72-be69-98277587d84b___Com.G_SpM_FL 1453.JPG,5,0.9999993,25.08264
1164,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\0211efc9-5409-43a7-a46b-a87d46f23fc3___Com.G_SpM_FL 9646.JPG,5,0.99999917,26.232077
1165,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\0247236f-c1ae-4b3f-92b3-9077fe5cb3c3___Com.G_SpM_FL 8505.JPG,5,0.9999995,25.266598
1166,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\02c791ab-ffc3-40d4-9b42-db946eee2413___Com.G_SpM_FL 1640.JPG,5,0.99999905,25.505238
1167,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\03882a7e-b80a-4c12-b4bb-5d03c88a8c4b___Com.G_SpM_FL 8730.JPG,5,0.9999993,24.94617
1168,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\04a5f541-9202-4475-b5a0-01c14543f211___Com.G_SpM_FL 8534.JPG,5,0.99999976,25.993124
1169,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\053c2c95-1110-4d4e-98d1-e189858deb3f___Com.G_SpM_FL 8449.JPG,5,0.9999993,24.803732
1170,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\057ecdbe-a9f1-47ff-8c5e-17ae92ff5670___Com.G_SpM_FL 8427.JPG,5,0.9999994,25.213558
1171,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\072a0bb6-de84-4200-8393-9e5b28868a23___Com.G_SpM_FL 1412.JPG,5,0.9999994,25.386436
1172,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\08672d79-7f11-4900-9e12-aad35778f463___Com.G_SpM_FL 8753.JPG,5,0.99999845,24.486324
1173,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\08f0fd0e-d4b1-400d-9df1-2d61d24c95f0___Com.G_SpM_FL 9397.JPG,5,0.9999863,26.320154
1174,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\0b17e71c-fee6-4b5e-9a7d-8ba44d29215f___Com.G_SpM_FL 8549.JPG,5,0.99999857,24.890835
1175,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\0bc5e91c-637e-4a44-a44d-3ee6c941bb96___Com.G_SpM_FL 1592.JPG,5,0.99999917,24.84743
1176,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\0c2e84df-4d41-46f6-9cf9-05aea349ce18___Com.G_SpM_FL 1142.JPG,5,0.9999994,25.848747
1177,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\0d831ad9-bc2a-4168-bbf2-6030f3f886f2___Com.G_SpM_FL 9419.JPG,5,0.9999988,25.986427
1178,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\0e0d9560-41ee-45cf-8bea-8cddfdc04979___Com.G_SpM_FL 1159.JPG,5,0.9999994,25.606478
1179,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\0e20026b-8b12-4c86-bd41-3e10ea0fae44___Com.G_SpM_FL 1668.JPG,5,0.9999902,24.957928
1180,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\0f514b75-2c74-4075-b9c7-5d469ab292ba___Com.G_SpM_FL 1205.JPG,5,0.9999995,25.551962
1181,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\1001f133-ff3e-48de-b288-5a3802d9f3e1___Com.G_SpM_FL 8621.JPG,5,0.9999982,24.69822
1182,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\105833d3-690a-44fa-abd7-0a8c6245f7b0___Com.G_SpM_FL 1277.JPG,5,0.9999993,25.161306
1183,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\127da090-f2c3-4634-a798-58aeef092d77___Com.G_SpM_FL 1218.JPG,5,0.99999964,26.496054
1184,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\14c0db1b-b549-4b15-82ae-9f88fe857365___Com.G_SpM_FL 9650.JPG,5,0.9999995,26.262287
1185,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\159ef3ee-ef23-4df6-b3bc-a7a8bc01aaa0___Com.G_SpM_FL 8921.JPG,5,0.99999917,24.827072
1186,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\16826b8c-034f-4db2-bd96-db82b5b26c67___Com.G_SpM_FL 1551.JPG,5,0.9999994,25.465416
1187,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\16ce6128-f485-4bbf-9cf5-8cab2e872dbe___Com.G_SpM_FL 9342.JPG,5,0.9999995,25.874733
1188,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\1744606c-1817-494d-bb7c-6ea74c9f07ec___Com.G_SpM_FL 8770.JPG,5,0.99999917,25.058767
1189,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\1747e771-a2c7-43e0-a158-02a78ec13d74___Com.G_SpM_FL 9625.JPG,5,0.9999994,26.47691
1190,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\1767a6b2-2764-49a1-b774-3c411337bb63___Com.G_SpM_FL 1201.JPG,5,0.9999995,25.647121
1191,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\187be065-ec6f-4e93-a647-e7385dca9272___Com.G_SpM_FL 9305.JPG,5,0.9999995,25.678045
1192,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\1948cb2f-39fc-44f4-ab8c-00aa77fbe07f___Com.G_SpM_FL 8674.JPG,5,0.9999995,25.2714
1193,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\1954b3c0-6f93-40ee-9618-4efafe5d7b87___Com.G_SpM_FL 8961.JPG,5,0.99999905,24.639324
1194,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\1b184d8e-69bf-4af8-bdb5-22f477d587c0___Com.G_SpM_FL 8993.JPG,5,0.99999917,24.800484
1195,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\1b9607e3-1eec-4a0f-876b-f7923515b7e6___Com.G_SpM_FL 9288.JPG,5,0.9999995,25.332579
1196,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\1d7350c2-9ca5-42c8-89bd-6c6f94dd6459___Com.G_SpM_FL 8803.JPG,5,0.9999993,24.970016
1197,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\1d7bff81-b441-4f32-8cc0-85dd50b79cf3___Com.G_SpM_FL 1443.JPG,5,0.9999995,25.183184
1198,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\1e06dafa-f977-4354-992e-3271f34a2344___Com.G_SpM_FL 9601.JPG,5,0.9999993,25.241552
1199,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\207097b4-b76a-41dc-b80f-db4f2c9f2616___Com.G_SpM_FL 1408.JPG,5,0.99999964,25.636822
1200,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\20f78207-e650-4e62-8648-f660f5f1eea9___Com.G_SpM_FL 9340.JPG,5,0.9999995,25.825745
1201,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\22b23f84-bbc6-4089-8b83-02d62411f525___Com.G_SpM_FL 8600.JPG,5,0.9999993,24.89187
1202,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\2323078c-6ad7-4135-8310-e4bc33be299d___Com.G_SpM_FL 9647.JPG,5,0.9999994,25.85751
1203,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\2451545c-3a36-49ad-ad97-b81008d9e198___Com.G_SpM_FL 1654.JPG,5,0.9999995,25.389565
1204,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\25025d43-973f-4f07-8a3f-0457749ea4e6___Com.G_SpM_FL 9642.JPG,5,0.99999905,25.600433
1205,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\273ebba7-4f24-41a2-a825-a997dd6cea5f___Com.G_SpM_FL 1521.JPG,5,0.99999905,24.912426
1206,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\28bf7171-b342-4e85-95f9-bef10104b93e___Com.G_SpM_FL 1652.JPG,5,0.9999994,25.297665
1207,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\28dbca1c-1fc6-4d8f-a1b9-c81314280954___Com.G_SpM_FL 1249.JPG,5,0.9999995,25.568295
1208,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\29be21be-a2ed-4ffd-b76a-7c078a9fc017___Com.G_SpM_FL 1446.JPG,5,0.9999995,25.445501
1209,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\2a70c9e6-2c2f-4355-94fb-02afc8141be5___Com.G_SpM_FL 8877.JPG,5,0.99999905,24.855673
1210,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\2c2f7f98-8c5b-4981-bb74-f827c5f963fe___Com.G_SpM_FL 8734.JPG,5,0.9999994,25.091406
1211,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\2c3edf31-5e58-4122-a909-be004063db57___Com.G_SpM_FL 8839.JPG,5,0.9999994,24.74961
1212,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\2ec0c679-521d-455f-8741-067470353fe3___Com.G_SpM_FL 8795.JPG,5,0.9999993,24.660812
1213,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\3181e984-bdb0-403d-9f58-a259535cb4d4___Com.G_SpM_FL 1405.JPG,5,0.9999994,25.227041
1214,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\333f0683-d52f-4bb8-a7ec-1c0f07164684___Com.G_SpM_FL 1147.JPG,5,0.99999964,25.916748
1215,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\33f539bd-6537-4a8f-93da-8988cb092c56___Com.G_SpM_FL 1258.JPG,5,0.99999905,25.463087
1216,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\34eec178-d8fe-4a7b-a1d0-c0b107a35964___Com.G_SpM_FL 9502.JPG,5,0.9999995,26.547033
1217,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\3621f0bd-8e40-4b1b-a6d4-23651e3b2dc2___Com.G_SpM_FL 8696.JPG,5,0.9999993,24.935606
1218,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\36bc7e45-53e7-4f51-8135-731b80eaf80b___Com.G_SpM_FL 8918.JPG,5,0.99999905,24.87648
1219,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\36c530f3-b5e1-414b-ab82-198e8d66ebab___Com.G_SpM_FL 8460.JPG,5,0.9999994,25.58047
1220,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\38f3dbaa-0878-434a-ac6c-d558f6bb91a8___Com.G_SpM_FL 1206.JPG,5,0.9999995,25.918695
1221,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\3a2b3d76-060b-41c2-b6e5-44149f209b73___Com.G_SpM_FL 1321.JPG,5,0.9999994,25.489672
1222,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\3b90769e-82f9-4b5f-93dd-6c2666f3c952___Com.G_SpM_FL 8924.JPG,5,0.99999917,24.885504
1223,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\3dcda958-8c55-4ef5-a7fa-f166bb69ad38___Com.G_SpM_FL 8582.JPG,5,0.9999993,25.023853
1224,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\3e8c5090-c278-4726-80db-a1d21e6c7e06___Com.G_SpM_FL 8719.JPG,5,0.9999988,24.65265
1225,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\3f364683-faa4-490f-b512-1f78010fcbe8___Com.G_SpM_FL 1164.JPG,5,0.9999994,25.396095
1226,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\3f3b3e8c-9b45-4f68-ae3c-a3b3a12f69a1___Com.G_SpM_FL 1679.JPG,5,0.9999995,25.591581
1227,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\3ff572ac-0f2f-494a-9c64-99ae63d318ef___Com.G_SpM_FL 1242.JPG,5,0.99999964,25.640518
1228,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\410683ba-d91f-4494-b19c-1a39f142e54b___Com.G_SpM_FL 8556.JPG,5,0.9999993,25.013317
1229,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\418da11b-7ab4-404a-8179-555235e3f283___Com.G_SpM_FL 1514.JPG,5,0.9999994,25.472885
1230,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\41f98f75-b866-4393-8b0b-f72c008fe250___Com.G_SpM_FL 8468.JPG,5,0.9999993,24.809431
1231,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\4208e77f-2ca2-4a3f-ab56-89e2d4a1fb59___Com.G_SpM_FL 1745.JPG,5,0.9999993,25.228386
1232,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\42338037-ae62-45f9-a040-ea9e900272a9___Com.G_SpM_FL 8464.JPG,5,0.9999994,26.092077
