split,external_class_name,filename,relative_path,extension,file_size_bytes,width,height,mode,detected_format,sha256,verify_pass,load_pass,valid_dimensions,integrity_status,error
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_41_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_41_2.jpg,.jpg,45579,300,300,RGB,JPEG,226e5706cfd040fc52fd901d79baac10e48de49689cb3f6a74fc787979e98e2b,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_41_3.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_41_3.jpg,.jpg,64628,300,300,RGB,JPEG,c9c1fd0d6f8b858d7310bd80d305b047b8a4475a603ce7c3a99843dc2fb05c77,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_41_4.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_41_4.jpg,.jpg,55807,300,300,RGB,JPEG,c00bd06997b5705bba004ec51653fd9b45624848e496eacfe0a9fcb36e35491e,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_42.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_42.jpg,.jpg,34414,323,218,RGB,JPEG,30a64ad565fe10d2a6762e744cd91ac80ef0f256f12d1b94f18c341ab18e5d0b,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_43.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_43.jpg,.jpg,198522,693,520,RGB,JPEG,6e0953f98c871f098ad1828bc200f33d1afde027bcd5d6a0c25449f08bae6c58,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_44.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_44.jpg,.jpg,16076,347,280,RGB,JPEG,c5af008b8a552f07528bbaa43a84ce4be90d2113bb24e8588938b363b4296f4c,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_45.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_45.jpg,.jpg,46187,567,393,RGB,JPEG,91f3a1be11bc09543882acf350eab3b306d3c4143e8b04eba31b96b5bc826b64,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_46_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_46_1.jpg,.jpg,370400,1168,1168,RGB,JPEG,f68968cb64c75f6f07acd2aadc3d610132d516e2a4de2b28e1098e32a67b377f,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_46_10.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_46_10.jpg,.jpg,116260,580,580,RGB,JPEG,313b06a18517ac7e3ab529bc4797d78669125ad28101118f32f41a33453c7f2a,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_46_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_46_2.jpg,.jpg,117563,745,745,RGB,JPEG,bd0ae07580158f917f39f52ccd39a71276539fbcf0c7544b13412ee78c6a2dfd,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_46_3.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_46_3.jpg,.jpg,117908,588,588,RGB,JPEG,58e6b6ce29ef33f08afc0af403dee1b028f8d6f0756e3884e265b94766949adc,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_46_4.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_46_4.jpg,.jpg,135561,620,620,RGB,JPEG,534c5f5f4ef4fdbc74041d3b6c9bc0f6b8bc8f12cc0ab2d137ff2bc1cf0fae33,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_46_5.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_46_5.jpg,.jpg,105543,500,500,RGB,JPEG,b6d8b4975586e88e85febb8f3d048a0e9d7e8422bd406dc293efffeffbd3f86e,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_46_6.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_46_6.jpg,.jpg,45318,336,336,RGB,JPEG,77788a4f7213a975ac0e113f324fcc69b8a50d4772e8b1670b276e7d022b9601,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_46_7.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_46_7.jpg,.jpg,127861,572,572,RGB,JPEG,ec2f73a28561b413e7ed61e58c9920c45bdaf168c903f42f59214033b4ee229b,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_46_8.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_46_8.jpg,.jpg,121487,560,560,RGB,JPEG,213470bd6a9fcd060ca783ebf1a9abff850d2bfdee9159b40499bd73cd2a9d88,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_46_9.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_46_9.jpg,.jpg,161863,676,676,RGB,JPEG,0dc2ff5dfb0ae110e026e389f9c17c78592ad3f2dbf39facfc69ac3ca315fcd5,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_47.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_47.jpg,.jpg,118666,500,375,RGB,JPEG,f81eda8aa9fe987c3e3be0f0dbc238f2052143fd4c2aa3bc2e93d940bbdd6b5e,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_48_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_48_1.jpg,.jpg,187146,880,880,RGB,JPEG,7f608598b15e89a2c6a82bfafe6ced1ccb4eeba8a4fee9d81202263f0f10aae6,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_48_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_48_2.jpg,.jpg,257546,1104,1104,RGB,JPEG,9fdaa89441481f0660e3ef73dd31c5d21b80b72aa4133b3ae576085b4cd6c0f5,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_48_3.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_48_3.jpg,.jpg,239530,1064,1064,RGB,JPEG,3d1cb62803ea972d609883eb7ce07b20ef42072f6fbc402c75498a4aa9f5f84a,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_48_4.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_48_4.jpg,.jpg,182143,792,792,RGB,JPEG,258ef64cbd8e4fa0e745fbecdcc5d13d630836de90359520f5533fd24edd82af,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_48_5.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_48_5.jpg,.jpg,199708,968,968,RGB,JPEG,7fa07fcfab70c5e69cc8c04927f3389a864b952a8b4a3ab9332ef5d43451e890,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_48_6.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_48_6.jpg,.jpg,290479,1172,1172,RGB,JPEG,f77ec8f809e586ca1ac2cb050ece0fd9e859604e3b949662488826e80389bb2e,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_48_7.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_48_7.jpg,.jpg,283724,1088,1088,RGB,JPEG,ef9a47eaf19dc97a6c87cb9a63ff5746b644ae6756cc82f79b4958428ebefda9,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_48_8.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_48_8.jpg,.jpg,239642,968,968,RGB,JPEG,89ab1083a79bfdabe3676cb1d0abc74436a64ff295bd3c80fd2d26b53cd724cd,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_49.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_49.jpg,.jpg,70693,600,400,RGB,JPEG,d675744c6427a1801410f790e6f340d06c6aac9b8d676193fdcb28b57759dcb1,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_5.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_5.jpg,.jpg,131405,638,479,RGB,JPEG,365420ddc129fe419d78cc6d5155e66cef1321379ba7e63717f4ebdfe0788cf1,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_50.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_50.jpg,.jpg,142021,549,520,RGB,JPEG,2004585c72eecfff767542e7626752da17c2739fe4aaa1b9b125f6dfd8e52928,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_51_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_51_1.jpg,.jpg,76925,406,406,RGB,JPEG,b30744cdbc67db267632fbc3826fd2b7da3b1453e3f3e11ca21a1a1f038089ca,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_51_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_51_2.jpg,.jpg,75891,443,443,RGB,JPEG,6cdbf2d45a345a1ea61a0446da3e3300eb4bb6f3d5334368399a498eebc15bae,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_51_3.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_51_3.jpg,.jpg,50216,350,350,RGB,JPEG,e45d13804e87117ff7f2f99c6df13906f1f95b665ebb0ae4e6704489b90a7932,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_52.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_52.jpg,.jpg,99576,510,540,RGB,JPEG,90c5fc48c9795258c3b989f9d9c0d29a11280e9d3298552229f67575311222b6,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_53_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_53_1.jpg,.jpg,38684,273,273,RGB,JPEG,a1e8c680dc1609b1ef0f30152a4fa062c925bf9af8791408363b79c987f8a4e9,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_53_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_53_2.jpg,.jpg,40771,273,273,RGB,JPEG,4054e4016b01717b4df2ee0e9cf925dc0784c2e495073de67b38b10653a96074,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_54.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_54.jpg,.jpg,21987,288,198,RGB,JPEG,dcca45cb6cf329c90a4e05747af3f37abd88d42f9a97a641bbb96853e38ae0fe,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_55_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_55_1.jpg,.jpg,120954,513,513,RGB,JPEG,98b210ea82acb3f3632f85db4c8b3821d5755600ca2b5696bbf100a4786c9530,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_55_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_55_2.jpg,.jpg,135505,586,586,RGB,JPEG,718973eb94532f1d341b2751d19a36d218ffa1f62c9f59638e66ce6441df8604,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_56.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_56.jpg,.jpg,69824,460,345,RGB,JPEG,f2c2b92054976374066eaf93c021a71b1d09d7d237075b2317b7b8c497e76b08,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_57_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_57_1.jpg,.jpg,53438,300,300,RGB,JPEG,67ff1814dad193550aaa57ecb561f11e5692296a85fa92b5c4f0ca79f0213820,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_57_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_57_2.jpg,.jpg,58034,300,300,RGB,JPEG,88d36030c587b78fd5af48559c767fece17e8c2be53f2839efaac462740971e5,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_58_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_58_1.jpg,.jpg,72722,403,403,RGB,JPEG,45e81a2756b3d6fccf975086f8e3b4af48325e3bde8b63f747e75dad1c7628a0,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_58_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_58_2.jpg,.jpg,39985,300,300,RGB,JPEG,ee02e56e1431d44d4c8b22ae53371cf528024a8dca6d54a180daa2154141d693,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_58_3.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_58_3.jpg,.jpg,39556,300,300,RGB,JPEG,5879def8953a1e87d7d12a4a518b11c58eff1b8cce916df4c583da539899a0da,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_59_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_59_1.jpg,.jpg,59013,300,300,RGB,JPEG,acdf66c1ad17654abc23c8a6d8c19a0c5d00bece47ba6557889488a46db63063,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_59_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_59_2.jpg,.jpg,60202,300,300,RGB,JPEG,200e7a14502574b44c80152fad54e2601f7ea36494e9d442bebbd6c46ed3d2be,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_5_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_5_1.jpg,.jpg,69954,300,300,RGB,JPEG,d54f41f82493d810a5413dc1baf1c6da5f985ae89bbb07ff83bd00e7da2b29fa,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_5_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_5_2.jpg,.jpg,70495,300,300,RGB,JPEG,f7d01cf3793f313fa061b3b592a798f98d11307b78a30974385d2fcea9fc8058,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_60.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_60.jpg,.jpg,68000,500,375,RGB,JPEG,dab4632af6f75737b364a57e523239a602e50e4fe164b1b6b216b9ed91b155fb,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_61.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_61.jpg,.jpg,222181,550,412,RGB,JPEG,526b9ad2d2185d29e43c923c53dc91aa67ebbf7a71f80033a3393f6089e73d06,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_62.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_62.jpg,.jpg,39995,300,450,RGB,JPEG,190c8596f5604d0eb313dab98ad8deff97e63ba3f443047ea36d0a3d0101d3e1,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_63_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_63_1.jpg,.jpg,463160,1309,1309,RGB,JPEG,55f5134767c7690bab54a95a553d7a1600d3cae1748ebeaef383a8598713767a,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_63_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_63_2.jpg,.jpg,416953,1155,1155,RGB,JPEG,807a309055b5a162851a9c56cc5e99d194596f41127db274ec7a8b6d70512344,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_63_3.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_63_3.jpg,.jpg,575055,1462,1462,RGB,JPEG,1e8b8c93f941256c31ce01e6cd03d755bd50536d82857f0a4d45fbb4836f18b5,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_64.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_64.jpg,.jpg,25336,300,235,RGB,JPEG,8801389d787f9ddd62006e6f4d874f085f0fe5cb6a1ece4ed5ebb159c4df5865,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_65_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_65_1.jpg,.jpg,87821,599,599,RGB,JPEG,562e4372c724628c32b38e0c9dd68c3dfc9715ff661c5657602ce8a7547f249e,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_65_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_65_2.jpg,.jpg,59146,455,455,RGB,JPEG,9097d6ba82cf1e969bd4745397a2ed15a1b888f62d8ad9f316d05519dab4d953,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_65_3.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_65_3.jpg,.jpg,46387,420,420,RGB,JPEG,02bd66ec54ca6ba915808f451a44257eefc1e541060c3e6b3bd418eb2c4357db,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_65_4.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_65_4.jpg,.jpg,60968,474,474,RGB,JPEG,0227f71d74063fadc82144e3315c6fcb0609f67ded308a904fb1b7b78daed7a6,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_66_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_66_1.jpg,.jpg,59867,300,300,RGB,JPEG,9102c02899fd0edbbf347bb4481ff2c43d4cd8219f8f147ad4efd21a38b92dca,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_66_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_66_2.jpg,.jpg,78568,300,300,RGB,JPEG,3a3d3b852ac96fa1fff4d6f16e07241d4953c090b2e8ca0dc006c7d7b7af5d48,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_66_3.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_66_3.jpg,.jpg,68226,300,300,RGB,JPEG,67dd67d675fe9fdc1ac9bc8dbfb1a677aa6d503152d4b84c720813fd4543dbe1,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_66_4.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_66_4.jpg,.jpg,74090,300,300,RGB,JPEG,63fa5a0bb7ceb67848b95c00b6bfaee64a285e412268b4eea1592c43a86dac47,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_66_5.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_66_5.jpg,.jpg,63066,300,300,RGB,JPEG,b6166cf6b295e9e4782a86a0dfb934009f8d4e55e999a1baebfae68e9d7712f3,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_66_6.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_66_6.jpg,.jpg,68511,300,300,RGB,JPEG,4f7a0b475700d7aeeaf41f1500a913abcf849e6fc6dbeefe9b7869b2e575a89f,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_66_7.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_66_7.jpg,.jpg,63302,300,300,RGB,JPEG,15b8c509e7222cfd162e0c194558f624ce328aa2e1d85fdc82a757bd6ed01423,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_66_8.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_66_8.jpg,.jpg,64877,300,300,RGB,JPEG,d355fb796cc303343c6a27d0fe517d7686523737a324443e374a0b7ec922e748,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_67.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_67.jpg,.jpg,205347,1600,1200,RGB,JPEG,11888b0057ec6cc2857385883a5e479d70e6e61f0f88b9d8e66a8a15e44169bf,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_68_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_68_1.jpg,.jpg,118898,300,300,RGB,JPEG,164551a2ad4533746fea2e33c9225162cff2b060fe528f38d08b955ce42a3711,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_68_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_68_2.jpg,.jpg,113466,300,300,RGB,JPEG,c2b884e2207aa02d0427aef0ec4c80a198d3f0259ff979c39e2a119056ab9012,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_68_3.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_68_3.jpg,.jpg,110937,300,300,RGB,JPEG,0c1c1b70c44f8e5fcd50be6c5a5306b360330ee4e2687aa4c5e3a0e3c57861f6,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_68_4.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_68_4.jpg,.jpg,111896,300,300,RGB,JPEG,9a79723064a9734689b50cad7adb46ba45a640dbc50786c825ecd9ed47c4d21e,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_69_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_69_1.jpg,.jpg,51244,428,428,RGB,JPEG,1fd5e75effa98f4e1a6c0a2e7eca9939df63c98f147a54855fcdbaff7c4dcf51,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_69_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_69_2.jpg,.jpg,40011,326,326,RGB,JPEG,7dc95d36f3957ab3d210c9f9a5938633d6b6aef14eaa956ce51f3930214a76f2,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_69_3.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_69_3.jpg,.jpg,43996,316,316,RGB,JPEG,e93952a1cd11e3d3744ea664424210463336b76a7578724df1817ee9a457c7e6,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_69_4.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_69_4.jpg,.jpg,52691,348,348,RGB,JPEG,d865586661dc73bba314960f0b4f6cad1581047f546fee114d36cf3ff941e817,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_69_5.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_69_5.jpg,.jpg,115382,554,554,RGB,JPEG,aa04ab7273615b5ac48383347105edf2438571581cc04529f094413b23874fc5,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_69_6.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_69_6.jpg,.jpg,117798,586,586,RGB,JPEG,c06d9ca9e9b86f8d5db3eee0665a8c787c1056ab54332b4bdad4d6a53ce2a190,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_69_7.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_69_7.jpg,.jpg,33856,293,293,RGB,JPEG,b90cd281de10eddebc6b942ceabafdd15a439311869430edf2f58ee09342702e,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_6_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_6_1.jpg,.jpg,72836,376,376,RGB,JPEG,1afe650078e89632751e6bb00f1b98ed73ad5ef4e2788dd63374551b46018149,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_6_2.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_6_2.jpg,.jpg,50890,300,300,RGB,JPEG,874378f246d836a34051f6010493ec653789518847d1d13f459c344305d14d71,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_6_3.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_6_3.jpg,.jpg,56709,300,300,RGB,JPEG,1d67dc015adf3abd92ee779602fa71cbea5e1b66a5478c6f0bbe97a40c4d3ea5,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_6_4.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_6_4.jpg,.jpg,55197,300,300,RGB,JPEG,8442246db1e7067bc4c96944b454e95179aea20302a0a4305453d0cf6911b713,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_6_5.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_6_5.jpg,.jpg,45431,300,300,RGB,JPEG,d04790e5d3f6ca2eda75e10e74612644595d46b883c25cc6aa2ed33086a1f98c,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_7.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_7.jpg,.jpg,67033,460,460,RGB,JPEG,26232bd0c8d40db8dcaac69e384dcb9070e7e33e37ac1268769bbdb7d6cf595e,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_70.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_70.jpg,.jpg,125572,500,438,RGB,JPEG,810149d0e1363f92d855bdd95054d9eb62be06f79bfa6aa07c65710139dcb55d,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_8_1.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_8_1.jpg,.jpg,62191,444,444,RGB,JPEG,de0f0aea93766b019d4929a3a8bce0cf6326e678b359b80788e53e0ffcac1010,True,True,True,VALID,
train,Tomato_leaf_yellow_virus,train_Tomato leaf yellow virus_8_10.jpg,train\Tomato_leaf_yellow_virus\train_Tomato leaf yellow virus_8_10.jpg,.jpg,43213,300,300,RGB,JPEG,b4e74431eb58c25ec241b29d20212270400065e7ace3e672171f5c86b410edcb,True,True,True,VALID,
